,image,station,label
19401,19402.jpg,hsn_20201227,Calanoida
19404,19405.jpg,dn_20210122,Cyanobacteria
19407,19408.jpg,dn_20210114,round cells
19417,19418.jpg,dn_20210111,Neoceratium pentagonum
19425,19426.jpg,dn_20210114,detritus
19455,19456.jpg,hsn_20201227,detritus
19470,19471.jpg,dn_20210111,detritus
19473,19474.jpg,dn_20210114,Dinophyceae X
19512,19513.jpg,dn_20210111,detritus
19525,19526.jpg,dn_20210122,detritus
19534,19535.jpg,dn_20210114,Ciliophora
19545,19546.jpg,dn_20210111,Cyanobacteria
19562,19563.jpg,dn_20210122,Cyanobacteria
19571,19572.jpg,dn_20210122,Cyanobacteria
19600,19601.jpg,hsn_20201227,detritus
19605,19606.jpg,dn_20210122,Eucampia
19620,19621.jpg,dn_20210122,Cyanobacteria
19640,19641.jpg,dn_20210111,Cyanobacteria
19643,19644.jpg,hsn_20210120_4k,detritus
19658,19659.jpg,hsn_20210120_4k,dry
19665,19666.jpg,dn_20210114,detritus
19668,19669.jpg,dn_20210114,Dinophyceae X
19669,19670.jpg,dn_20210111,Neoceratium pentagonum
19677,19678.jpg,dn_20210122,detritus
19684,19685.jpg,dn_20210111,Cyanobacteria
19690,19691.jpg,hsn_20210120_4k,detritus
19695,19696.jpg,dn_20210111,detritus
19708,19709.jpg,dn_20210111,Steenstrupiella
19711,19712.jpg,dn_20210111,Neoceratium pentagonum
19728,19729.jpg,dn_20210111,artefact
19749,19750.jpg,dn_20210111,Steenstrupiella
19752,19753.jpg,dn_20210114,detritus
19759,19760.jpg,dn_20210111,Salpingella
19760,19761.jpg,dn_20210122,Cyanobacteria
19773,19774.jpg,dn_20210122,Cyanobacteria
19788,19789.jpg,dn_20210111,Dictyochophyceae
19800,19801.jpg,dn_20210122,Cyanobacteria
19805,19806.jpg,dn_20210111,detritus
19806,19807.jpg,dn_20210114,detritus
19822,19823.jpg,dn_20210122,detritus
19853,19854.jpg,dn_20210122,detritus
19854,19855.jpg,dn_20210111,detritus
19860,19861.jpg,dn_20210111,detritus
19890,19891.jpg,dn_20210114,detritus
19892,19893.jpg,dn_20210111,round cells
19895,19896.jpg,dn_20210111,detritus
19901,19902.jpg,hsn_20210120_4k,Diatoma
19910,19911.jpg,dn_20210122,Cyanobacteria
19919,19920.jpg,dn_20210111,multiple<other
19923,19924.jpg,hsn_20201227,Neoceratium
19926,19927.jpg,dn_20210111,round cells
19938,19939.jpg,dn_20210111,detritus
19958,19959.jpg,dn_20210114,detritus
19964,19965.jpg,hsn_20210120_4k,detritus
19968,19969.jpg,dn_20210114,detritus
19981,19982.jpg,dn_20210111,multiple<other
20003,20004.jpg,dn_20210122,Cyanobacteria
20040,20041.jpg,dn_20210111,part<Crustacea
20046,20047.jpg,dn_20210122,detritus
20048,20049.jpg,dn_20210111,detritus
20050,20051.jpg,dn_20210122,round cells
20051,20052.jpg,hsn_20210120_4k,dry
20070,20071.jpg,dn_20210111,dry
20074,20075.jpg,dn_20210122,Cyanobacteria
20083,20084.jpg,dn_20210114,Neoceratium pentagonum
20107,20108.jpg,dn_20210114,detritus
20110,20111.jpg,dn_20210111,Cyanobacteria
20136,20137.jpg,dn_20210111,Ciliophora
20163,20164.jpg,dn_20210111,Cyanobacteria
20170,20171.jpg,hsn_20210120_4k,Diatoma
20172,20173.jpg,dn_20210122,Cyanobacteria
20179,20180.jpg,dn_20210111,detritus
20196,20197.jpg,dn_20210114,artefact
20227,20228.jpg,dn_20210122,detritus
20231,20232.jpg,hsn_20210120_4k,detritus
20235,20236.jpg,dn_20210114,detritus
20237,20238.jpg,dn_20210122,transparent
20244,20245.jpg,dn_20210122,Cyanobacteria
20264,20265.jpg,dn_20210111,Ciliophora
20269,20270.jpg,hsn_20201227,rods
20270,20271.jpg,dn_20210111,Cyanobacteria
20282,20283.jpg,dn_20210111,Dinophyceae X
20288,20289.jpg,dn_20210122,Cyanobacteria
20294,20295.jpg,dn_20210111,detritus
20305,20306.jpg,hsn_20201227,other
20331,20332.jpg,dn_20210111,Cyanobacteria
20333,20334.jpg,dn_20210111,detritus
20336,20337.jpg,dn_20210111,detritus
20345,20346.jpg,dn_20210114,detritus
20352,20353.jpg,hsn_20210120_4k,Hemiaulus
20371,20372.jpg,dn_20210122,detritus
20380,20381.jpg,dn_20210111,rods
20381,20382.jpg,dn_20210111,round cells
20397,20398.jpg,dn_20210111,Rhabdonella
20412,20413.jpg,dn_20210122,detritus
20421,20422.jpg,dn_20210111,Cyanobacteria
20427,20428.jpg,hsn_20201227,multiple<other
20437,20438.jpg,dn_20210114,detritus
20443,20444.jpg,dn_20210114,detritus
20444,20445.jpg,dn_20210114,detritus
20456,20457.jpg,dn_20210111,Pyrocystaceae
20468,20469.jpg,hsn_20201227,Cyanobacteria
20469,20470.jpg,dn_20210111,detritus
20490,20491.jpg,dn_20210111,Chaetoceros
20512,20513.jpg,dn_20210122,detritus
20514,20515.jpg,dn_20210111,detritus
20529,20530.jpg,dn_20210114,Gonyaulacales
20531,20532.jpg,dn_20210122,Cyanobacteria
20538,20539.jpg,hsn_20201227,nauplii
20539,20540.jpg,hsn_20210120_4k,Hemiaulus
20562,20563.jpg,dn_20210122,multiple<other
20564,20565.jpg,hsn_20210120_4k,detritus
20574,20575.jpg,dn_20210111,round cells
20576,20577.jpg,dn_20210114,Dinophyceae X
20583,20584.jpg,dn_20210111,multiple<other
20587,20588.jpg,dn_20210111,Epiplocylis
20594,20595.jpg,dn_20210111,detritus
20598,20599.jpg,dn_20210111,round cells
20613,20614.jpg,dn_20210114,detritus
20618,20619.jpg,dn_20210111,detritus
20623,20624.jpg,dn_20210114,detritus
20625,20626.jpg,dn_20210111,detritus
20626,20627.jpg,dn_20210114,Climacodium
20641,20642.jpg,dn_20210114,detritus
20645,20646.jpg,dn_20210111,detritus
20646,20647.jpg,hsn_20210120_4k,round cells
20649,20650.jpg,dn_20210111,Rhabdonella
20664,20665.jpg,dn_20210111,detritus
20679,20680.jpg,dn_20210122,Cyanobacteria
20680,20681.jpg,hsn_20201227,rods
20689,20690.jpg,dn_20210111,multiple<other
20691,20692.jpg,dn_20210111,lightrods
20692,20693.jpg,hsn_20201227,Chaetoceros
20717,20718.jpg,dn_20210111,detritus
20719,20720.jpg,hsn_20201227,lightrods
20720,20721.jpg,dn_20210111,Neoceratium macroceros
20733,20734.jpg,dn_20210111,detritus
20747,20748.jpg,dn_20210122,Cyanobacteria
20753,20754.jpg,dn_20210111,transparent
20756,20757.jpg,dn_20210111,part<Crustacea
20768,20769.jpg,hsn_20210120_4k,detritus
20771,20772.jpg,dn_20210111,lightrods
20778,20779.jpg,dn_20210114,Neoceratium tripos
20787,20788.jpg,dn_20210111,Cyanobacteria
20796,20797.jpg,hsn_20201227,detritus
20822,20823.jpg,dn_20210111,detritus
20837,20838.jpg,hsn_20210120_4k,dry
20838,20839.jpg,dn_20210122,Cyanobacteria
20842,20843.jpg,hsn_20210120_4k,Cyanobacteria
20843,20844.jpg,dn_20210111,artefact
20848,20849.jpg,dn_20210122,transparent
20855,20856.jpg,dn_20210111,detritus
20859,20860.jpg,hsn_20210120_4k,dry
20889,20890.jpg,dn_20210122,round cells
20902,20903.jpg,dn_20210111,Foraminifera
20914,20915.jpg,dn_20210114,round cells
20921,20922.jpg,dn_20210114,round cells
20923,20924.jpg,hsn_20210120_4k,Diatoma
20932,20933.jpg,dn_20210122,detritus
20941,20942.jpg,dn_20210111,round cells
20943,20944.jpg,dn_20210122,Cyanobacteria
20974,20975.jpg,dn_20210122,Cyanobacteria
20977,20978.jpg,dn_20210114,multiple<other
20984,20985.jpg,hsn_20210120_4k,detritus
20985,20986.jpg,dn_20210114,detritus
20988,20989.jpg,dn_20210122,detritus
21014,21015.jpg,hsn_20210120_4k,transparent
21016,21017.jpg,dn_20210111,detritus
21027,21028.jpg,dn_20210122,detritus
21028,21029.jpg,dn_20210122,transparent
21031,21032.jpg,dn_20210111,Acantharia
21036,21037.jpg,hsn_20210120_4k,Diatoma
21043,21044.jpg,dn_20210122,detritus
21048,21049.jpg,dn_20210111,detritus
21057,21058.jpg,dn_20210114,round cells
21063,21064.jpg,dn_20210111,detritus
21073,21074.jpg,dn_20210111,detritus
21085,21086.jpg,dn_20210122,detritus
21089,21090.jpg,dn_20210114,Dinophyceae X
21093,21094.jpg,dn_20210111,detritus
21107,21108.jpg,dn_20210114,detritus
21118,21119.jpg,dn_20210111,Neoceratium pentagonum
21130,21131.jpg,dn_20210111,detritus
21136,21137.jpg,dn_20210111,part<Crustacea
21139,21140.jpg,hsn_20201227,Neoceratium
21146,21147.jpg,dn_20210111,detritus
21177,21178.jpg,dn_20210111,round cells
21180,21181.jpg,dn_20210122,rods
21198,21199.jpg,dn_20210122,part<Crustacea
21210,21211.jpg,dn_20210114,round cells
21221,21222.jpg,dn_20210111,detritus
21226,21227.jpg,dn_20210111,Steenstrupiella
21244,21245.jpg,hsn_20201227,multiple<other
21252,21253.jpg,dn_20210111,Diatoma
21263,21264.jpg,hsn_20210120_4k,multiple<Diatoma
21270,21271.jpg,dn_20210111,multiple<other
21281,21282.jpg,dn_20210111,Cyanobacteria
21284,21285.jpg,dn_20210111,artefact
21288,21289.jpg,dn_20210122,Eucampia
21291,21292.jpg,dn_20210122,detritus
21296,21297.jpg,dn_20210122,puff
21326,21327.jpg,dn_20210111,detritus
21340,21341.jpg,dn_20210114,detritus
21352,21353.jpg,hsn_20201227,Cyanobacteria
21374,21375.jpg,dn_20210122,detritus
21375,21376.jpg,dn_20210111,transparent
21381,21382.jpg,dn_20210111,detritus
21407,21408.jpg,dn_20210122,Cyanobacteria
21419,21420.jpg,dn_20210122,round cells
21427,21428.jpg,dn_20210114,detritus
21429,21430.jpg,dn_20210114,detritus
21451,21452.jpg,dn_20210111,Pyrocystaceae
21454,21455.jpg,hsn_20210120_4k,detritus
21464,21465.jpg,dn_20210111,Cyanobacteria
21470,21471.jpg,hsn_20210120_4k,detritus
21490,21491.jpg,dn_20210111,detritus
21504,21505.jpg,dn_20210111,Steenstrupiella
21506,21507.jpg,dn_20210111,detritus
21510,21511.jpg,dn_20210111,round cells
21512,21513.jpg,dn_20210122,Cyanobacteria
21517,21518.jpg,dn_20210111,detritus
21536,21537.jpg,dn_20210111,detritus
21554,21555.jpg,dn_20210111,detritus
21558,21559.jpg,hsn_20210120_4k,detritus
21571,21572.jpg,dn_20210114,Chaetoceros
21585,21586.jpg,dn_20210122,Cyanobacteria
21618,21619.jpg,hsn_20210120_4k,dry
21629,21630.jpg,dn_20210111,artefact
21630,21631.jpg,dn_20210111,round cells
21644,21645.jpg,dn_20210111,crumple sphere
21649,21650.jpg,dn_20210122,detritus
21665,21666.jpg,dn_20210114,Neoceratium pentagonum
21672,21673.jpg,dn_20210122,detritus
21684,21685.jpg,dn_20210111,detritus
21711,21712.jpg,dn_20210114,Cyanobacteria
21716,21717.jpg,dn_20210122,Cyanobacteria
21729,21730.jpg,hsn_20210120_4k,Diatoma
21747,21748.jpg,dn_20210111,detritus
21749,21750.jpg,dn_20210122,detritus
21752,21753.jpg,dn_20210111,detritus
21753,21754.jpg,dn_20210111,detritus
21755,21756.jpg,dn_20210111,transparent
21763,21764.jpg,dn_20210114,detritus
21780,21781.jpg,dn_20210114,detritus
21784,21785.jpg,dn_20210111,ghost
21790,21791.jpg,dn_20210122,Cyanobacteria
21791,21792.jpg,dn_20210114,part<Crustacea
21809,21810.jpg,dn_20210111,detritus
21833,21834.jpg,dn_20210111,detritus
21841,21842.jpg,dn_20210122,Cyanobacteria
21866,21867.jpg,dn_20210122,round cells
21876,21877.jpg,dn_20210111,Nassellaria
21887,21888.jpg,dn_20210111,artefact
21903,21904.jpg,hsn_20210120_4k,transparent
21907,21908.jpg,dn_20210111,lightrods
21916,21917.jpg,dn_20210111,ghost
21921,21922.jpg,dn_20210111,detritus
21922,21923.jpg,dn_20210114,detritus
21933,21934.jpg,hsn_20210120_4k,detritus
21934,21935.jpg,dn_20210111,detritus
21941,21942.jpg,hsn_20210120_4k,Hemiaulus
21945,21946.jpg,hsn_20210120_4k,transparent
21946,21947.jpg,dn_20210111,multiple<other
21949,21950.jpg,dn_20210122,Cyanobacteria
21951,21952.jpg,dn_20210122,Cyanobacteria
21955,21956.jpg,dn_20210114,Rhabdonella
21957,21958.jpg,dn_20210114,round cells
21965,21966.jpg,dn_20210114,round cells
21986,21987.jpg,dn_20210114,detritus
21999,22000.jpg,dn_20210111,part<Crustacea
22003,22004.jpg,hsn_20201227,part<Crustacea
22012,22013.jpg,dn_20210111,artefact
22017,22018.jpg,dn_20210111,detritus
22018,22019.jpg,dn_20210111,dry
22029,22030.jpg,dn_20210114,Rhabdonella
22057,22058.jpg,dn_20210111,round cells
22067,22068.jpg,dn_20210111,detritus
22072,22073.jpg,dn_20210114,detritus
22073,22074.jpg,hsn_20201227,part<Crustacea
22086,22087.jpg,dn_20210111,Neoceratium
22087,22088.jpg,hsn_20201227,detritus
22095,22096.jpg,hsn_20210120_4k,detritus
22098,22099.jpg,dn_20210111,Gonyaulacales
22149,22150.jpg,hsn_20210120_4k,dry
22177,22178.jpg,hsn_20201227,elongated cells
22179,22180.jpg,dn_20210111,Chaetoceros
22191,22192.jpg,dn_20210111,multiple<other
22196,22197.jpg,dn_20210122,rods
22205,22206.jpg,dn_20210122,detritus
22206,22207.jpg,dn_20210111,detritus
22208,22209.jpg,dn_20210122,Cyanobacteria
22213,22214.jpg,dn_20210122,Diatoma
22220,22221.jpg,dn_20210111,detritus
22227,22228.jpg,dn_20210114,detritus
22228,22229.jpg,dn_20210122,Cyanobacteria
22239,22240.jpg,dn_20210122,Cyanobacteria
22240,22241.jpg,dn_20210111,detritus
22256,22257.jpg,dn_20210111,detritus
22279,22280.jpg,dn_20210111,Steenstrupiella
22287,22288.jpg,hsn_20210120_4k,artefact
22302,22303.jpg,dn_20210122,detritus
22306,22307.jpg,dn_20210114,Neoceratium pentagonum
22308,22309.jpg,dn_20210122,detritus
22326,22327.jpg,dn_20210111,round cells
22360,22361.jpg,dn_20210111,detritus
22365,22366.jpg,hsn_20210120_4k,detritus
22374,22375.jpg,dn_20210122,transparent
22377,22378.jpg,dn_20210122,Amphorides
22394,22395.jpg,dn_20210111,Cyanobacteria
22420,22421.jpg,dn_20210122,Cyanobacteria
22423,22424.jpg,hsn_20201227,detritus
22455,22456.jpg,dn_20210114,detritus
22465,22466.jpg,dn_20210122,Cyanobacteria
22475,22476.jpg,dn_20210114,detritus
22480,22481.jpg,dn_20210122,Cyanobacteria
22484,22485.jpg,dn_20210122,Eucampia
22485,22486.jpg,hsn_20201227,transparent
22492,22493.jpg,dn_20210122,detritus
22498,22499.jpg,dn_20210122,detritus
22516,22517.jpg,dn_20210122,transparent
22528,22529.jpg,dn_20210114,round cells
22538,22539.jpg,hsn_20201227,Coscinodiscophycidae
22548,22549.jpg,dn_20210114,detritus
22556,22557.jpg,hsn_20201227,nauplii
22557,22558.jpg,dn_20210111,Chaetoceros
22560,22561.jpg,hsn_20210120_4k,detritus
22566,22567.jpg,dn_20210111,detritus
22607,22608.jpg,hsn_20210120_4k,Diatoma
22608,22609.jpg,dn_20210122,detritus
22618,22619.jpg,dn_20210122,Neoceratium pentagonum
22620,22621.jpg,hsn_20201227,Calanoida
22625,22626.jpg,hsn_20201227,Copepoda
22642,22643.jpg,dn_20210111,detritus
22646,22647.jpg,dn_20210122,detritus
22655,22656.jpg,hsn_20201227,detritus
22656,22657.jpg,dn_20210111,round cells
22664,22665.jpg,dn_20210114,round cells
22665,22666.jpg,dn_20210122,Cyanobacteria
22666,22667.jpg,dn_20210111,detritus
22668,22669.jpg,dn_20210111,detritus
22713,22714.jpg,hsn_20210120_4k,Diatoma
22714,22715.jpg,hsn_20210120_4k,multiple<other
22726,22727.jpg,dn_20210111,detritus
22727,22728.jpg,dn_20210122,round cells
22746,22747.jpg,hsn_20201227,nauplii
22773,22774.jpg,hsn_20201227,detritus
22775,22776.jpg,dn_20210114,Ciliophora
22778,22779.jpg,dn_20210111,transparent
22783,22784.jpg,dn_20210122,Cyanobacteria
22785,22786.jpg,dn_20210122,Cyanobacteria
22802,22803.jpg,dn_20210122,Cyanobacteria
22807,22808.jpg,dn_20210111,Cyanobacteria
22847,22848.jpg,dn_20210111,detritus
22880,22881.jpg,dn_20210122,Cyanobacteria
22892,22893.jpg,dn_20210111,Cyanobacteria
22908,22909.jpg,dn_20210122,Cyanobacteria
22924,22925.jpg,dn_20210111,detritus
22927,22928.jpg,dn_20210111,detritus
22931,22932.jpg,dn_20210111,detritus
22932,22933.jpg,dn_20210122,round cells
22949,22950.jpg,dn_20210122,Cyanobacteria
22960,22961.jpg,dn_20210111,Cyanobacteria
22974,22975.jpg,dn_20210111,detritus
22984,22985.jpg,hsn_20201227,nauplii
22989,22990.jpg,dn_20210111,detritus
22991,22992.jpg,dn_20210122,nauplii
23005,23006.jpg,dn_20210111,Neoceratium pentagonum
23013,23014.jpg,hsn_20201227,detritus
23023,23024.jpg,hsn_20210120_4k,Cyanobacteria
23031,23032.jpg,dn_20210122,Diatoma
23038,23039.jpg,dn_20210122,rods
23043,23044.jpg,dn_20210111,detritus
23082,23083.jpg,hsn_20210120_4k,artefact
23121,23122.jpg,hsn_20210120_4k,detritus
23122,23123.jpg,dn_20210111,Eutintinnus
23177,23178.jpg,dn_20210111,fiber
23189,23190.jpg,dn_20210111,detritus
23198,23199.jpg,dn_20210111,detritus
23215,23216.jpg,dn_20210111,detritus
23229,23230.jpg,dn_20210122,detritus
23246,23247.jpg,dn_20210111,Neoceratium fusus
23268,23269.jpg,dn_20210111,lightsphere
23272,23273.jpg,dn_20210111,Dictyocysta
23273,23274.jpg,dn_20210111,multiple<other
23276,23277.jpg,dn_20210111,Cyanobacteria
23305,23306.jpg,hsn_20210120_4k,detritus
23367,23368.jpg,dn_20210111,artefact
23381,23382.jpg,dn_20210111,Ciliophora
23391,23392.jpg,dn_20210111,detritus
23394,23395.jpg,hsn_20201227,detritus
23404,23405.jpg,dn_20210111,artefact
23407,23408.jpg,dn_20210122,Cyanobacteria
23410,23411.jpg,dn_20210114,Epiplocylis
23412,23413.jpg,dn_20210111,detritus
23423,23424.jpg,dn_20210111,detritus
23430,23431.jpg,dn_20210122,Cyanobacteria
23435,23436.jpg,dn_20210111,round cells
23446,23447.jpg,hsn_20201227,detritus
23471,23472.jpg,dn_20210111,cup like
23472,23473.jpg,dn_20210111,round cells
23516,23517.jpg,dn_20210122,Cyanobacteria
23524,23525.jpg,hsn_20210120_4k,Cyanobacteria
23530,23531.jpg,dn_20210111,Coscinodiscophycidae
23534,23535.jpg,dn_20210111,detritus
23537,23538.jpg,dn_20210122,round cells
23540,23541.jpg,hsn_20201227,detritus
23548,23549.jpg,dn_20210111,Bacillariophyta
23555,23556.jpg,hsn_20210120_4k,dry
23556,23557.jpg,dn_20210111,detritus
23558,23559.jpg,dn_20210111,detritus
23569,23570.jpg,hsn_20201227,detritus
23583,23584.jpg,hsn_20201227,Undellidae
23615,23616.jpg,dn_20210114,Salpingella
23623,23624.jpg,dn_20210111,detritus
23636,23637.jpg,dn_20210114,detritus
23647,23648.jpg,dn_20210111,detritus
23648,23649.jpg,dn_20210111,part<Crustacea
23661,23662.jpg,dn_20210111,transparent
23674,23675.jpg,hsn_20201227,detritus
23675,23676.jpg,dn_20210114,Chaetoceros protuberans
23684,23685.jpg,hsn_20210120_4k,dry
23686,23687.jpg,dn_20210114,multiple<other
23691,23692.jpg,dn_20210114,Chaetoceros
23697,23698.jpg,dn_20210111,Neoceratium tripos
23700,23701.jpg,dn_20210111,other
23712,23713.jpg,dn_20210111,detritus
23716,23717.jpg,dn_20210111,detritus
23717,23718.jpg,hsn_20210120_4k,Diatoma
23722,23723.jpg,hsn_20210120_4k,dry
23728,23729.jpg,dn_20210111,Protoperidinium
23749,23750.jpg,dn_20210111,Salpingella
23758,23759.jpg,dn_20210111,Chaetoceros
23767,23768.jpg,dn_20210122,detritus
23768,23769.jpg,hsn_20201227,detritus
23789,23790.jpg,dn_20210111,Cyanobacteria
23791,23792.jpg,dn_20210122,Cyanobacteria
23801,23802.jpg,dn_20210114,round cells
23804,23805.jpg,dn_20210111,multiple<other
23806,23807.jpg,dn_20210111,Cyanobacteria
23817,23818.jpg,hsn_20201227,Eutintinnus
23827,23828.jpg,dn_20210111,Cyanobacteria
23856,23857.jpg,dn_20210111,detritus
23875,23876.jpg,hsn_20210120_4k,detritus
23880,23881.jpg,hsn_20210120_4k,transparent
23881,23882.jpg,dn_20210111,round cells
23902,23903.jpg,hsn_20210120_4k,dry
23905,23906.jpg,dn_20210114,detritus
23907,23908.jpg,dn_20210114,detritus
23910,23911.jpg,dn_20210111,detritus
23913,23914.jpg,dn_20210114,lightrods
23925,23926.jpg,dn_20210111,detritus
23932,23933.jpg,dn_20210111,Cyanobacteria
23951,23952.jpg,dn_20210111,detritus
23955,23956.jpg,dn_20210114,detritus
23956,23957.jpg,dn_20210111,Cyanobacteria
23965,23966.jpg,dn_20210111,detritus
23969,23970.jpg,dn_20210122,Diatoma
23970,23971.jpg,dn_20210111,Neoceratium pentagonum
23976,23977.jpg,dn_20210111,multiple<other
23978,23979.jpg,dn_20210122,Cyanobacteria
23985,23986.jpg,dn_20210114,Neoceratium pentagonum
24010,24011.jpg,dn_20210122,detritus
24024,24025.jpg,dn_20210114,dry
24028,24029.jpg,dn_20210114,detritus
24031,24032.jpg,dn_20210111,Neoceratium pentagonum
24043,24044.jpg,dn_20210122,Cyanobacteria
24057,24058.jpg,dn_20210122,ghost
24064,24065.jpg,dn_20210114,detritus
24068,24069.jpg,dn_20210122,multiple<other
24073,24074.jpg,hsn_20201227,detritus
24079,24080.jpg,dn_20210111,detritus
24088,24089.jpg,dn_20210111,detritus
24111,24112.jpg,hsn_20210120_4k,multiple<other
24117,24118.jpg,dn_20210111,round cells
24124,24125.jpg,dn_20210122,multiple<other
24136,24137.jpg,hsn_20201227,Eucampia
24141,24142.jpg,hsn_20210120_4k,detritus
24159,24160.jpg,dn_20210122,Cyanobacteria
24179,24180.jpg,dn_20210122,detritus
24209,24210.jpg,dn_20210122,Cyanobacteria
24218,24219.jpg,hsn_20201227,Chaetoceros
24222,24223.jpg,hsn_20201227,detritus
24230,24231.jpg,dn_20210122,Cyanobacteria
24232,24233.jpg,dn_20210122,detritus
24235,24236.jpg,dn_20210111,round cells
24248,24249.jpg,dn_20210111,detritus
24264,24265.jpg,dn_20210114,round cells
24268,24269.jpg,hsn_20210120_4k,Cyanobacteria
24302,24303.jpg,dn_20210122,Eucampia
24311,24312.jpg,dn_20210122,detritus
24313,24314.jpg,dn_20210111,Rhabdonella
24314,24315.jpg,dn_20210114,detritus
24317,24318.jpg,dn_20210114,lightrods
24319,24320.jpg,dn_20210122,Diatoma
24344,24345.jpg,dn_20210111,Salpingella
24356,24357.jpg,dn_20210122,Cyanobacteria
24364,24365.jpg,hsn_20201227,transparent
24371,24372.jpg,dn_20210111,detritus
24387,24388.jpg,hsn_20201227,detritus
24398,24399.jpg,dn_20210111,round cells
24401,24402.jpg,dn_20210111,detritus
24415,24416.jpg,dn_20210122,Cyanobacteria
24422,24423.jpg,hsn_20201227,lightrods
24431,24432.jpg,dn_20210111,detritus
24439,24440.jpg,hsn_20210120_4k,detritus
24445,24446.jpg,dn_20210111,Acantharia
24452,24453.jpg,dn_20210114,detritus
24479,24480.jpg,dn_20210122,round cells
24483,24484.jpg,dn_20210111,part<Crustacea
24493,24494.jpg,dn_20210111,detritus
24502,24503.jpg,dn_20210122,Diatoma
24521,24522.jpg,dn_20210111,Cyanobacteria
24524,24525.jpg,dn_20210122,detritus
24530,24531.jpg,dn_20210111,detritus
24531,24532.jpg,dn_20210111,Salpingella
24545,24546.jpg,dn_20210122,Acantharia
24553,24554.jpg,dn_20210114,Dadayiella
24561,24562.jpg,dn_20210114,round cells
24571,24572.jpg,dn_20210111,Cyanobacteria
24576,24577.jpg,dn_20210111,detritus
24594,24595.jpg,dn_20210114,Coscinodiscophycidae
24609,24610.jpg,dn_20210111,Steenstrupiella
24611,24612.jpg,hsn_20210120_4k,detritus
24615,24616.jpg,dn_20210122,Cyanobacteria
24623,24624.jpg,dn_20210122,Acantharia
24642,24643.jpg,dn_20210111,detritus
24669,24670.jpg,dn_20210122,Cyanobacteria
24693,24694.jpg,dn_20210111,Neoceratium tripos
24695,24696.jpg,dn_20210122,detritus
24702,24703.jpg,hsn_20201227,nauplii
24704,24705.jpg,dn_20210122,Diatoma
24721,24722.jpg,hsn_20201227,Neoceratium
24730,24731.jpg,dn_20210111,round cells
24737,24738.jpg,hsn_20210120_4k,Diatoma
24738,24739.jpg,dn_20210111,detritus
24768,24769.jpg,dn_20210111,Rhizaria
24769,24770.jpg,dn_20210122,Cyanobacteria
24776,24777.jpg,hsn_20210120_4k,Diatoma
24786,24787.jpg,dn_20210111,detritus
24811,24812.jpg,hsn_20201227,detritus
24829,24830.jpg,dn_20210122,Cyanobacteria
24851,24852.jpg,dn_20210114,detritus
24854,24855.jpg,dn_20210114,round cells
24868,24869.jpg,dn_20210114,detritus
24869,24870.jpg,dn_20210111,round cells
24872,24873.jpg,hsn_20210120_4k,Diatoma
24874,24875.jpg,hsn_20210120_4k,dry
24880,24881.jpg,dn_20210111,detritus
24885,24886.jpg,dn_20210122,detritus
24901,24902.jpg,dn_20210111,Cyanobacteria
24933,24934.jpg,dn_20210122,lightrods
24940,24941.jpg,dn_20210111,detritus
24942,24943.jpg,dn_20210122,detritus
24948,24949.jpg,hsn_20210120_4k,Hemiaulus
24960,24961.jpg,dn_20210111,Cyanobacteria
24964,24965.jpg,dn_20210111,Ciliophora
24971,24972.jpg,hsn_20210120_4k,dry
24988,24989.jpg,hsn_20210120_4k,Cyanobacteria
24996,24997.jpg,dn_20210111,Cyanobacteria
24997,24998.jpg,dn_20210111,Pyrocystaceae
24998,24999.jpg,dn_20210111,Rhizaria
25016,25017.jpg,dn_20210114,detritus
25018,25019.jpg,dn_20210111,Cyanobacteria
25020,25021.jpg,dn_20210111,round cells
25024,25025.jpg,dn_20210111,Cyanobacteria
25030,25031.jpg,dn_20210111,Steenstrupiella
25045,25046.jpg,dn_20210122,detritus
25055,25056.jpg,hsn_20210120_4k,dry
25060,25061.jpg,dn_20210122,Cyanobacteria
25085,25086.jpg,dn_20210122,part<Crustacea
25086,25087.jpg,dn_20210122,Hemiaulus
25104,25105.jpg,hsn_20210120_4k,Hemiaulus
25106,25107.jpg,hsn_20210120_4k,detritus
25112,25113.jpg,dn_20210111,Steenstrupiella
25155,25156.jpg,dn_20210122,transparent
25173,25174.jpg,dn_20210111,Dictyochophyceae
25180,25181.jpg,dn_20210111,Steenstrupiella
25184,25185.jpg,hsn_20210120_4k,Cyanobacteria
25193,25194.jpg,dn_20210122,Cyanobacteria
25207,25208.jpg,dn_20210111,detritus
25222,25223.jpg,dn_20210114,detritus
25224,25225.jpg,dn_20210122,Nassellaria
25239,25240.jpg,dn_20210122,Diatoma
25245,25246.jpg,hsn_20210120_4k,dry
25263,25264.jpg,hsn_20201227,detritus
25266,25267.jpg,dn_20210114,Rhabdonella
25271,25272.jpg,dn_20210111,detritus
25272,25273.jpg,dn_20210122,Undellidae
25277,25278.jpg,dn_20210111,Eucampia
25279,25280.jpg,dn_20210114,Ciliophora
25286,25287.jpg,dn_20210111,rods
25291,25292.jpg,dn_20210114,detritus
25322,25323.jpg,dn_20210122,detritus
25323,25324.jpg,hsn_20201227,Copepoda
25332,25333.jpg,dn_20210111,Rhabdonella
25360,25361.jpg,dn_20210122,Diatoma
25364,25365.jpg,hsn_20201227,Pyrocystaceae
25392,25393.jpg,dn_20210122,Cyanobacteria
25404,25405.jpg,hsn_20210120_4k,Cyanobacteria
